TABLE01_AD3_account_id,TABLE01_AD3_user_account_id,TABLE01_AD3_lifetime_amount
235676J_SILVER,JAME G,600
235680G_SILVER,GERARD L,10
235716L_SILVER,LAI H,475
235721V_SILVER,VIOLA O,1300
235744N_SILVER,NILDA T,10
235767J_SILVER,JIM L,1
235772T_SILVER,TEMEKA U,93
235796L_SILVER,LOUETTA V,20
235807J_SILVER,JOHNATHON W,40
235818M_SILVER,MECHELLE J,100
235865B_SILVER,BRANT R,35
235889K_SILVER,KEMBERLY D,675
235890L_SILVER,LEONARD V,20
235947W_SILVER,WILMER R,40
235953C_SILVER,CARY W,50
236011A_GOLD,ANGELIKA O,5
236012L_SILVER,LESLI F,75
236040J_SILVER,JEANMARIE R,35
236138Z_SILVER,ZENIA M,1330
236146H_GOLD,HEIKE J,20808.59
236162V_SILVER,VINCENZO B,10
236186D_SILVER,DEBI L,20
236198T_GOLD,TRINITY D,20
236199M_SILVER,MICHA T,100
236217E_GOLD,EMELIA T,20
236218L_SILVER,LIN W,100
236225S_SILVER,SHAWN H,10
236287K_SILVER,KATHRYNE T,350
236289K_SILVER,KARL M,330
236305C_SILVER,CINTHIA K,20
236309Z_SILVER,ZINA X,1765
236316M_SILVER,MICHAELA S,30
236323H_GOLD,HORACE Q,15
236344R_SILVER,RANAE H,25
236347D_SILVER,DONALD D,50
236356T_SILVER,TERA U,20
236373T_SILVER,TEDDY E,20
236377M_SILVER,MARINDA M,20
236437S_SILVER,SHERILYN O,5
236442L_SILVER,LATISHA N,575
236456R_SILVER,ROBBYN R,50
236484S_SILVER,SHARLENE H,35
236486M_SILVER,MARKETTA O,10
236585A_GOLD,ANGIE D,85
236592O_SILVER,ODA E,801
236601P_SILVER,PAMALA R,30
236626M_SILVER,MISTI H,20
236634A_SILVER,ANNABELLE Y,10
236666C_SILVER,CHRISSY X,1250
236681H_GOLD,HEDY L,25
236685K_SILVER,KAITLIN T,20
236708R_SILVER,RANDAL I,20
236717A_GOLD,ALENE A,1100
236717L_SILVER,LEO P,2
236760M_SILVER,MICKEY B,5
236775E_GOLD,EZEQUIEL N,100
236775F_SILVER,FLORA A,20
236785W_GOLD,WES J,50
236791C_SILVER,CATRINA P,200
236807M_SILVER,MARCELINA P,20
236814L_SILVER,LLOYD W,50
236841B_SILVER,BRITT Y,700
236851T_SILVER,TANESHA A,50
236853L_SILVER,LIZZIE H,1130
236915J_SILVER,JOSIE B,162
236918O_SILVER,OCTAVIA E,15
236931M_SILVER,MAPLE Q,260
236942M_SILVER,MARCOS F,25
236942S_SILVER,SHANTAE C,20
236951Z_SILVER,ZULEMA M,70
236994V_SILVER,VICKIE I,10
236998R_SILVER,RANEE E,30
237001A_SILVER,ALMETA B,45708.09
237022L_SILVER,LISBETH L,50
237062S_SILVER,SAGE D,786894.2
237070L_SILVER,LETISHA W,100
237071M_SILVER,MAGARET B,15
237075F_SILVER,FRAN I,1350
237082K_SILVER,KRISTOFER H,35
237083S_SILVER,SHERIE N,40
237120E_GOLD,EVAN K,15
237126I_GOLD,IVORY O,200
237129E_GOLD,ERNA J,10
237134L_SILVER,LANA U,20
237144R_SILVER,RAYMUNDO O,25
237177C_SILVER,CHAU S,8565
237196K_SILVER,KIA C,1900
237202N_SILVER,NEDRA G,150
237206K_SILVER,KIRSTEN K,20
237236K_SILVER,KAREY J,5
237245N_SILVER,NEAL R,50
237247R_SILVER,ROSENDO G,18
237349E_SILVER,ELIJAH E,10
237354R_SILVER,ROLANDO D,25
237376C_SILVER,COLUMBUS Z,35
237399E_SILVER,ELLIOTT L,25
237454T_SILVER,TRENT D,20
237528C_SILVER,CHAUNCEY B,20
237535Z_SILVER,ZADA K,25
237552T_SILVER,TRANG C,50
237578Z_SILVER,ZOFIA V,70
237633L_SILVER,LINDA I,35
237654F_SILVER,FREDA K,10
237657I_GOLD,ISELA F,25
237705M_SILVER,MALISSA S,35
237717K_SILVER,KAMI J,41.26
237722S_SILVER,SHANTA Z,800
237767S_SILVER,SHIELA C,175
237772G_GOLD,GWYNETH V,60
237792M_SILVER,MOHAMMAD M,50
237830A_SILVER,ARIANA P,20
237875D_SILVER,DELISA G,20
237897R_SILVER,RASHEEDA H,10
237926A_SILVER,ARNITA Z,475
237952K_SILVER,KARI X,25
237954M_SILVER,MICA Y,150
237967D_SILVER,DARRELL B,50
237969R_SILVER,RUTHE D,4904.26
238003T_SILVER,THADDEUS Q,250
238014E_SILVER,ELYSE U,20
238031J_SILVER,JOAQUIN I,25
238076G_GOLD,GRANT G,10
238108R_SILVER,RAUL O,1010
238125K_SILVER,KURTIS Q,35
238193N_SILVER,NERISSA G,25
238226J_SILVER,JOEL B,320
238255T_SILVER,TENNILLE Q,10832.23
238371C_SILVER,CLEMENT N,119.31
238412P_SILVER,PENNIE L,50
238437V_SILVER,VONNIE Z,90
238451P_SILVER,PRECIOUS Q,25
238468S_SILVER,SHELDON V,20
238474A_SILVER,ALLIE M,10
238483J_SILVER,JEWEL F,25
238495A_GOLD,ALESHA C,20
238496D_SILVER,DELORES Q,7
238529N_SILVER,NESTOR Y,218
238555L_SILVER,LIZETH M,500
238559K_SILVER,KAYLEEN O,1595
238566J_SILVER,JARROD E,10
238585R_SILVER,RENEE Q,10
238589G_BRONZE,GALEN M,1
238592K_BRONZE,KALLIE D,70
238609S_GOLD,SUZANN D,20
238614A_GOLD,AMI G,20
238628M_GOLD,MARGARETE Z,100
238672W_GOLD,WENDOLYN E,330
238673V_GOLD,VERONA O,20
238684H_GOLD,HILTON U,520
238711D_GOLD,DELTA Z,75
238712K_GOLD,KIMBRA U,975
238755B_GOLD,BROOKE P,200
238755D_GOLD,DAHLIA C,20
238794T_GOLD,TAMISHA Q,450
238798J_GOLD,JUSTINA K,15
238816I_GOLD,ISIAH E,30
238878N_GOLD,NENITA E,50
238893G_GOLD,GOLDIE F,100
238912A_GOLD,ALTAGRACIA N,75
238921V_GOLD,VELLA O,10
238952S_GOLD,SHONTA R,30
238992P_GOLD,PORTER B,200
239085S_GOLD,SHEREE Z,20
239120R_GOLD,RODRICK D,5
239171R_GOLD,ROCKY C,50
239180K_GOLD,KAYCEE A,25
239209J_GOLD,JACQUES M,30
239220A_SILVER,ARDELLA H,10
239244J_SILVER,JOSE G,20
239266T_SILVER,TAREN L,30
239288R_SILVER,ROCHELL O,10
239364A_GOLD,AFTON T,20
239386T_SILVER,TAMEKA O,150
239396T_SILVER,TAMMY D,72
239450P_SILVER,PEGGY U,1250
239487R_SILVER,ROSETTE Q,200
239503K_SILVER,KILEY A,20
239543J_SILVER,JONATHAN H,101795
239555A_GOLD,AARON O,25
239589M_SILVER,MICHAL W,30
239604A_SILVER,ANA N,30
239606T_SILVER,TERICA Z,20
239621C_SILVER,CANDIDA X,25
239631G_GOLD,GWYN V,25
239644S_SILVER,SUK V,200
239690A_SILVER,ASHLI F,5
239720R_SILVER,ROLANDE J,20
239774W_SILVER,WINNIFRED I,10
239812B_GOLD,BERT E,50
239825T_SILVER,TALITHA K,100
239866D_GOLD,DONN I,15
239870T_SILVER,TERESA J,10
239890M_SILVER,MICHA X,35
239895F_SILVER,FELICIA H,20
239898R_SILVER,RASHAD R,20
239924M_SILVER,MELODIE C,10
239928T_SILVER,TRANG Z,10
239937M_SILVER,MICA E,10
239939L_SILVER,LUDIVINA I,4550
239966A_SILVER,ALLEGRA C,10
239995D_GOLD,DELIA O,4834
240001M_GOLD,MICA A,105
240004V_GOLD,VIOLET N,20
240016A_GOLD,ANDRA I,45
240035Y_GOLD,YOULANDA S,15
240038K_BRONZE,KIRK U,20
240056A_BRONZE,AMMIE S,1595
240122D_BRONZE,DEBRA O,15
240153S_BRONZE,SEBASTIAN E,28
240160C_BRONZE,CHAUNCEY K,50
240170R_BRONZE,RIVA S,45
240212P_BRONZE,PAULETTA T,30
240229C_BRONZE,CHARLOTTE O,25
240233S_BRONZE,STORMY G,40
240275E_GOLD,EARL C,5
240276L_BRONZE,LESTER R,50
240300G_BRONZE,GERALD Q,290
240302V_BRONZE,VERLINE K,10
240363M_BRONZE,MAYA A,250
240369A_BRONZE,ADELINE P,80
240394M_BRONZE,MARVIS L,20
240457A_GOLD,ALIZA I,285
240497C_BRONZE,COLETTE A,105
240517V_BRONZE,VIOLETA I,20
240521K_BRONZE,KEVIN V,20
240535J_BRONZE,JANEY U,55
240577V_GOLD,VENETTA A,25
240589H_GOLD,HOLLIS E,65
240607J_BRONZE,JAYMIE M,2
240621P_BRONZE,PERCY F,100
240626L_BRONZE,LORRETTA A,50
240650W_GOLD,WELDON Y,35
240651N_SILVER,NEELY S,15
240676D_GOLD,DORA X,20
240681E_GOLD,EDDY F,380
240692J_SILVER,JOHNNA R,15
240727H_GOLD,HYMAN L,20
240766J_SILVER,JIM F,15
240785K_SILVER,KAYLENE E,25
240789B_SILVER,BLAKE W,10
240795S_SILVER,SINA E,35
240848J_SILVER,JANETT R,50
240849E_GOLD,ERLENE T,1480
240903T_SILVER,TIARA O,10
240909J_SILVER,JONAS S,125
240960E_GOLD,EDNA T,220
241076J_SILVER,JULIANN H,25
241077A_GOLD,ALFREDO E,1924
241097D_SILVER,DAVINA J,50
241126C_SILVER,COLEEN W,100
241128S_SILVER,SHELIA G,20
241131T_SILVER,THI C,20
241141J_SILVER,JENELLE W,60
241142D_SILVER,DEANDRA O,15
241186N_SILVER,NELLIE R,1330
241218C_SILVER,COLLETTE J,450
241233M_SILVER,MILLIE Q,1900
241278J_SILVER,JOYA C,25
241278M_SILVER,MARRY D,10
241325K_BRONZE,KENNA B,360
241384M_BRONZE,MARIETTE T,150
241398M_BRONZE,MARCELLUS U,20
241416J_BRONZE,JOLEEN V,94
241454B_BRONZE,BEVERLEY F,50
241541B_BRONZE,BOOKER P,1250
241592M_BRONZE,MOISES W,300
241598S_BRONZE,SHEMEKA O,1500
241611S_BRONZE,STEPHENIE V,10.43
241671D_BRONZE,DANIEL M,25
241673J_BRONZE,JAYNE S,20
241704M_BRONZE,MARILOU N,250
241754A_BRONZE,ALLISON U,20
241860E_GOLD,ESTER P,50
241892C_BRONZE,COLLEEN C,520
241911G_BRONZE,GENE J,100
241919G_GOLD,GWENN I,20
241946S_GOLD,SUSANNE P,50
241947G_GOLD,GERARDO M,30
241964I_GOLD,IKE C,350
241971P_GOLD,PAULETTE P,50
242008P_GOLD,PASQUALE D,20
242018J_GOLD,JENNELL K,30
242022K_GOLD,KASSIE S,100
242032S_GOLD,SARINA I,95
242032T_GOLD,TIEN K,525
242051A_GOLD,AMIE Y,150
242076M_GOLD,MARYLYNN I,25
242123G_GOLD,GOLDA I,101795
242173G_GOLD,GERMAINE F,3500
242187N_GOLD,NATASHA K,625
242224T_GOLD,TENA M,100
242239D_GOLD,DENA B,10
242249A_GOLD,ADINA T,15
242266K_BRONZE,KESHA N,20
242294S_BRONZE,SHARITA U,315323
242323M_BRONZE,MARGOT X,170
242349J_BRONZE,JAMEY Y,4785.26
242413W_GOLD,WILLIAMS V,50
242422F_GOLD,FAITH A,10
242447T_BRONZE,THALIA G,20
242518S_GOLD,STACIA V,300
242565O_BRONZE,OLA A,50
242595D_BRONZE,DIEGO H,20
242596K_BRONZE,KRISTOPHER C,225
242603N_BRONZE,NORBERTO N,10
242610J_SILVER,JOETTA P,50
242622N_SILVER,NAKISHA W,100
242635M_SILVER,MELIA V,50
242636M_SILVER,MARJORIE V,110
242647F_SILVER,FELTON N,25
242647S_SILVER,SHERRI F,580
242665V_SILVER,VINCENZA W,10
242708J_SILVER,JOIE G,10
242799A_SILVER,AVA P,20
242801D_SILVER,DELORIS L,100
242804K_SILVER,KOREY C,100
242816S_SILVER,SHAWNNA M,380
242886R_SILVER,ROSETTA X,1000
242898D_SILVER,DEANN E,45
242937D_SILVER,DELLA C,85
242937N_SILVER,NIKKI H,20
242941D_SILVER,DARRIN S,70
242947S_SILVER,SHAY I,20
242986R_SILVER,RITA T,50
243040L_SILVER,LAKESHA P,83
243055H_GOLD,HIROKO R,65
243057T_SILVER,THEODORA O,5
243059A_GOLD,ADAM W,20
243060L_GOLD,LYNDSAY B,50
243086N_GOLD,NORIKO I,40
243120G_GOLD,GEOFFREY Q,65750
243133V_GOLD,VIVA V,20
243147Z_GOLD,ZOE J,10
243162V_GOLD,VONCILE U,600
243198B_GOLD,BRITT W,5
243212K_GOLD,KARENA P,35
243234K_GOLD,KRISHNA R,20
243234L_GOLD,LURLINE K,10
243247K_GOLD,KIZZIE Z,5
243296N_GOLD,NICKIE M,25
243307L_GOLD,LAMAR O,20
243333E_GOLD,ELEANOR G,95
243352R_GOLD,REINALDO F,70
243375F_GOLD,FERDINAND U,20
243384C_GOLD,COURTNEY W,25
243401G_GOLD,GRAZYNA Q,50
243469M_GOLD,MAI X,658.2
243477L_GOLD,LYN J,1
243534A_GOLD,ALETHIA X,101795
243572X_GOLD,XIAO O,50
243584O_GOLD,ODA W,101795
243605M_GOLD,MEREDITH Q,20
243610T_GOLD,TALITHA P,300
243640J_GOLD,JO O,100
243648A_GOLD,ALPHONSO C,3
243649E_GOLD,ERVIN N,20
243665N_GOLD,NISHA J,20
243667I_GOLD,IRMA Y,450
243725R_GOLD,RUBIN D,500
243735L_GOLD,LYNNETTE O,35
243762T_GOLD,TESSIE W,20
243776Z_GOLD,ZACHERY F,5
243801T_GOLD,TAWANNA N,450
243818C_GOLD,CRAIG O,400
243883S_GOLD,SOPHIA L,710
243889G_GOLD,GWENDA D,10
243922C_GOLD,CELESTINA M,20
243925L_GOLD,LOUISE G,20
243935B_GOLD,BEATRIZ W,500
243945P_SILVER,PERRY B,70
243951A_SILVER,ASHA S,20
243960T_SILVER,TED J,215
243992R_SILVER,REINA W,2
244036J_SILVER,JAE W,25
244054R_SILVER,ROMAINE J,4
244061B_SILVER,BRIGITTE P,20
244078B_SILVER,BROOKE N,35
244124C_SILVER,CHRISSY Z,20
244156M_SILVER,MAHALIA A,10
244157C_SILVER,CHERYLE B,20
244158A_SILVER,ADALBERTO L,15
244238S_BRONZE,STEVEN Y,85
244256S_BRONZE,SUZANNE T,1900
244281N_BRONZE,NICOLLE V,50
244291T_BRONZE,TABETHA P,100
244305K_BRONZE,KATHRYNE B,150
244321M_BRONZE,MARIANNA I,1500
244355M_BRONZE,MARCELLE Z,250
244385C_BRONZE,CHRISTIN H,50370
244386N_BRONZE,NADENE S,100
244404S_BRONZE,SADYE Y,100
244419H_GOLD,HETTIE T,100
244424M_BRONZE,MAXWELL F,100
244425L_BRONZE,LEXIE Q,20
244459J_BRONZE,JUNKO E,425
244476A_GOLD,ALFONSO Y,50
244476L_GOLD,LAKESHA V,20
244485A_GOLD,ADOLPH D,105
244522L_GOLD,LAVELLE L,40
244526I_GOLD,ISELA V,100
244552S_GOLD,SHAWNEE O,330
244584I_GOLD,IKE W,10
244602F_GOLD,FRANCIS O,10
244674C_GOLD,CHARLEY Z,50
244686D_GOLD,DOT J,215
244686M_GOLD,MEE T,250
244729S_GOLD,SHU E,35
244840J_GOLD,JOI F,20
244873B_GOLD,BOBBI W,35
244876V_GOLD,VEOLA I,10
244898J_GOLD,JACINTO T,25
244919V_GOLD,VANIA X,50
244922A_GOLD,ARDELLA Y,20
244931E_GOLD,ELVIRA S,100
244949P_GOLD,PIPER B,40
244950M_GOLD,MARYLYNN Z,20
245012P_BRONZE,PEGGIE Z,25
245068M_BRONZE,MERLIN F,1130
245085H_GOLD,HALINA D,100
245127A_BRONZE,ALMETA W,150
245152C_GOLD,CARLENE C,85
245224K_BRONZE,KASI Q,20
245329K_BRONZE,KATHERN W,300
245362M_BRONZE,MARISHA T,300
245371A_GOLD,ALETHEA P,50
245379J_SILVER,JUANITA Z,50
245389E_GOLD,EVALYN S,300
245410J_SILVER,JADE B,4904.26
245424S_SILVER,SHERYLL P,14
245511T_SILVER,TONETTE K,5
245519D_SILVER,DINA W,35
245541J_SILVER,JULIETTE Q,60
245582S_SILVER,SYLVIE E,20
245644M_SILVER,MEG C,35
245647E_GOLD,EFFIE C,65
245693G_SILVER,GENNIE I,15
245775K_SILVER,KERSTIN V,600
245815T_SILVER,TAMEIKA O,5000
245856R_SILVER,RUTHANN U,23500
245882A_SILVER,ANDRIA E,25
245891L_SILVER,LEILA N,10
245919P_SILVER,PRISCILLA K,20
245922J_SILVER,JAQUELYN S,70
245984S_SILVER,SHANICE B,100
245998D_GOLD,DUSTIN D,675
246003V_SILVER,VIRGEN C,900
246033M_SILVER,MADELEINE A,10
246056D_SILVER,DEANE X,25
246058J_SILVER,JODI H,20
246066N_SILVER,NICKIE G,50
246081E_GOLD,EMIL T,250
246087M_SILVER,MUOI K,20
246098D_SILVER,DARON M,125
246154M_SILVER,MELODEE F,10
246175R_SILVER,RAYMONDE F,40
246185S_SILVER,STEVIE D,50
246214L_SILVER,LUCIANA L,50
246220R_BRONZE,REMONA G,60
246229W_GOLD,WARNER C,40
246237F_GOLD,FARAH Q,20
246237P_BRONZE,PAMELIA K,115
246245S_BRONZE,SARI Q,25
246252R_BRONZE,RONNI O,700
246302G_GOLD,GOLDIE E,50
246309E_GOLD,EARLINE N,100
246325T_BRONZE,TANDRA D,225
246328E_GOLD,ESTELLE M,437
246339N_BRONZE,NOEMI W,5075
246357L_BRONZE,LOIS Y,2
246381C_BRONZE,CHANTE W,10
246410H_GOLD,HAYDEE O,250
246419O_BRONZE,OLIMPIA T,135
246451L_BRONZE,LADY I,35
246467E_GOLD,ERIN G,110
246482B_BRONZE,BROCK G,580
246482H_GOLD,HIPOLITO H,220
246485S_BRONZE,SHAUNNA C,480
246505P_BRONZE,PAGE N,15
246519A_BRONZE,ALTA O,10
246569A_BRONZE,ANITRA V,23.26
246581C_BRONZE,CLAY F,200
246587D_BRONZE,DANTE E,10
246621M_BRONZE,MELANIE E,72
246663E_GOLD,ELANA B,175
246703P_SILVER,PATRIA O,20
246704L_SILVER,LOUISA S,20
246750R_SILVER,RISA H,50
246803L_SILVER,LUPITA Q,1
246846R_SILVER,ROSELLA C,70
246866K_SILVER,KITTY A,85
246867M_SILVER,MERLYN T,1
246871C_SILVER,CAMERON K,50
246907J_SILVER,JANEY Y,75
246916J_SILVER,JESSI M,25
246943P_SILVER,PATRIA N,20808.59
247068S_SILVER,SHERY O,65
247131E_GOLD,ESTA P,285
247133N_SILVER,NADIA P,15
247138I_GOLD,IRMGARD X,150
247139R_SILVER,RAE N,25
247209K_SILVER,KATHRYNE D,20
247216S_SILVER,SUSAN H,20
247243J_SILVER,JAMA Z,10
247252T_SILVER,TANDY L,25
247258N_SILVER,NEWTON E,25
247265D_GOLD,DONNIE E,35
247409S_SILVER,SHARMAINE W,25
247425B_GOLD,BERYL B,59
247429D_SILVER,DANTE Q,600
247438S_BRONZE,SHAROLYN S,76
247439S_BRONZE,SHELLIE U,10
247458E_BRONZE,ELENORA R,10
247459S_BRONZE,SHARLEEN T,558
247478M_BRONZE,MARI T,280
247487M_BRONZE,MADONNA V,75
247488J_BRONZE,JULIANE S,700
247488K_BRONZE,KENDALL E,225
247490R_BRONZE,RAFAEL W,225
247512F_BRONZE,FOSTER R,10
247523T_BRONZE,TAMEKIA U,20
247549Z_BRONZE,ZELMA U,80
247563B_BRONZE,BERNADETTE G,40
247583J_BRONZE,JERRICA R,20
247596S_BRONZE,SHANTELL T,20
247622L_BRONZE,LORINE R,10
247632A_BRONZE,ARDELL H,20
247690D_BRONZE,DELMA V,100
247714G_SILVER,GALE L,5
247749C_GOLD,CARLY H,126
247761C_SILVER,CLINT C,100
247786D_SILVER,DAYLE K,2000
247823L_SILVER,LATESHA I,40
247827K_SILVER,KARIMA E,250
247885C_SILVER,CATARINA L,35
247908K_SILVER,KORTNEY T,10
247929B_SILVER,BAILEY F,20
248080F_GOLD,FE C,1595
248094E_GOLD,ETTA T,10
248115J_SILVER,JOLIE Q,15
248121E_SILVER,ELVIN Q,200
248125N_SILVER,NELIDA C,700
248135J_SILVER,JOLEEN Z,225
248155C_SILVER,CHANTELLE O,200
248166E_GOLD,EARL S,10
248257E_GOLD,ENA E,109
248277P_SILVER,PEARLIE E,1400
248283I_GOLD,ILIANA N,132.5
248283M_SILVER,MILLY T,20
248293T_SILVER,TESHA C,70
248351G_SILVER,GARRET D,92
248430C_GOLD,CARMELINA O,70
248475B_SILVER,BELINDA T,125
248496S_SILVER,SANTA Z,20
248512D_SILVER,DELMA E,125
248551C_SILVER,CHARLOTTE K,10
248563R_SILVER,ROSELIA T,20
248578M_SILVER,MONSERRATE L,25
248621L_SILVER,LORENE M,20
248630E_GOLD,ERICK M,30
248656L_SILVER,LATONYA Q,20
248675L_SILVER,LOGAN Q,20
248728H_GOLD,HISAKO A,55
248731S_SILVER,SHOSHANA F,20
248756J_SILVER,JAMA H,20
248796M_BRONZE,MARCIE I,30
248801J_BRONZE,JONELL T,10
248808H_GOLD,HELLEN H,40
248817L_BRONZE,LERA V,50
248839O_BRONZE,OZELLA N,5075
248864L_BRONZE,LUBA B,1500
248873L_BRONZE,LISSETTE O,348
248896F_BRONZE,FRIEDA L,20
248897A_BRONZE,ADELL C,375
248900B_GOLD,BETTY X,100
248902C_BRONZE,CHARLINE X,150
248924T_BRONZE,TEQUILA M,20
248932D_BRONZE,DINO W,11190
248941Q_BRONZE,QUINCY W,35
248975A_BRONZE,ADELIA K,20
248981D_GOLD,DEMETRA S,10
248995L_BRONZE,LUCIO E,1595
248996J_BRONZE,JOLYNN J,110
249014E_BRONZE,ELVIS R,35
249047A_BRONZE,ARACELIS E,5
249053H_GOLD,HWA C,25
249067C_BRONZE,CODY L,2655
249087Y_GOLD,YOUNG L,250
249121M_GOLD,MAUDIE J,21000
249127R_GOLD,REBBECCA D,10
249143C_GOLD,CARLETTA H,200
249145A_GOLD,AL J,40
249153C_GOLD,CARI D,200
249206L_GOLD,LELIA O,20
249229R_GOLD,RUTHE R,20
249233V_GOLD,VADA B,115
249241O_GOLD,OTHA M,250
249278C_GOLD,CHERRYL O,70
249287W_GOLD,WALTER F,5
249290H_GOLD,HAZEL O,5
249305C_GOLD,COY N,20
249320S_GOLD,SANTO R,1827722
249353R_GOLD,ROXIE N,170
249392R_GOLD,RODRICK K,25
249443J_GOLD,JOEANN I,40
249469I_GOLD,IONA Q,50
249479O_GOLD,OSWALDO L,160
249496B_GOLD,BETHEL U,40
249502A_GOLD,AVERY Z,650
249519C_GOLD,COLLETTE I,50
249533R_GOLD,REGINE Q,45
249539B_GOLD,BRICE Z,580
249547D_GOLD,DIONNE G,40
249615C_GOLD,CHELSEA G,20
249618D_GOLD,DOMINQUE B,50
249640T_GOLD,THEO I,40
249646F_GOLD,FELICIA W,25
249657Z_GOLD,ZENAIDA Z,3
249737K_GOLD,KARREN G,100
249744D_GOLD,DAISEY L,270
249762J_GOLD,JENETTE Y,15
249770M_GOLD,MARIKO R,85
249787L_GOLD,LAKENDRA Y,9
249796E_GOLD,EFFIE J,100
249805D_GOLD,DANIELLE Y,120
249816M_BRONZE,MARILOU Q,15
249833R_BRONZE,ROLANDO P,20
249898M_BRONZE,MARKITA Y,10
249900M_BRONZE,MIREYA A,20
249913S_GOLD,SOOK E,2430
249914L_BRONZE,LUANA N,1
249927M_BRONZE,MEGAN Z,40
249929F_GOLD,FANNY O,100
249964L_BRONZE,LORRI Q,20
249987V_BRONZE,VINCENZO C,220
249992M_BRONZE,MICHELL U,1500
250001V_BRONZE,VAN G,20
250063L_BRONZE,LENORA H,10
250064M_BRONZE,MARNA N,120
250065J_BRONZE,JESSICA Z,50
250086Y_BRONZE,YEE C,20
250118W_GOLD,WILL M,1300
250133T_BRONZE,TED M,25
250141Q_BRONZE,QUENTIN M,45708.09
250158T_BRONZE,TATUM E,50
250209M_BRONZE,MILAN N,380
250229J_BRONZE,JANNET T,260
250264M_BRONZE,MAYE R,10
250283L_BRONZE,LUCIANO S,1904
250312M_BRONZE,MYRL V,70
250333W_GOLD,WILL K,835.56
250343D_GOLD,DWIGHT T,20
250367V_BRONZE,VENETTA D,500
250385H_GOLD,HAYWOOD O,626.25
250386W_GOLD,WESTON Y,65
250394C_BRONZE,CARIN C,20
250402G_BRONZE,GARTH Q,260
250455M_BRONZE,MAIRE H,50
250496R_BRONZE,ROSINA F,1200
250537L_BRONZE,LUKE N,25
250543R_BRONZE,ROSSANA F,35
250553C_BRONZE,CANDIDA H,200
250555U_BRONZE,UTE Y,1900
250593F_BRONZE,FRANCINA E,2000
250595R_BRONZE,RUBEN E,10
250622D_GOLD,DORTHEA J,20
250643B_BRONZE,BRET Z,20
250677A_BRONZE,AMBER F,15
250744N_BRONZE,NATALIA N,20
250777L_BRONZE,LASONYA L,50
250786F_BRONZE,FOREST P,105
250791F_GOLD,FREDERICK O,20
250834H_GOLD,HEDY C,10
250864M_GOLD,MALVINA M,70
250865E_GOLD,ELLIS U,600
250888G_GOLD,GERALYN T,15
250898R_GOLD,ROB K,10
250946T_GOLD,TIEN Z,20
250953C_GOLD,CRISTOBAL O,60
250974C_SILVER,CLAIRE R,10
251012F_GOLD,FAYE B,850
251016A_SILVER,ALMEDA N,20
251059K_SILVER,KYUNG K,20
251078F_SILVER,FRANCISCO A,350
251109M_SILVER,MATHA X,475
251130C_SILVER,CAMI B,10
251188I_GOLD,ILA Z,50
251190A_SILVER,AMANDA Y,65
251226V_SILVER,VICTORINA H,3
251232C_SILVER,CHERLY T,35
251315F_SILVER,FREDERICKA G,20
251334C_SILVER,CLEMMIE T,80
251339K_SILVER,KATHERINA H,280
251352S_SILVER,SUSANNAH Y,4824
251355R_SILVER,REGAN N,25
251370D_GOLD,DELPHA B,10
251398K_SILVER,KENT B,10
251405A_SILVER,ARCELIA S,5
251414V_SILVER,VALLIE R,20
251420T_GOLD,TOMMY Z,35
251430D_SILVER,DANICA E,301273.67
251487O_SILVER,OLIVA H,55
251492S_SILVER,SUSANA F,20
251502J_SILVER,JEROME Z,20
251600P_SILVER,PATTIE A,10
251612H_GOLD,HANA H,15
251695L_SILVER,LESLIE W,40
251731A_SILVER,ANNELIESE W,50
251733A_GOLD,ANGELLA G,260
251750Z_SILVER,ZELDA N,80
251794W_GOLD,WENONA U,60
251799K_SILVER,KYLE C,50
251813W_SILVER,WALTON D,100
251814B_SILVER,BRENTON E,15
251848E_GOLD,ERINN D,475
251850R_SILVER,ROSALYN I,600
251850S_SILVER,SAUL C,250
251913M_SILVER,MADELYN H,850
251971P_SILVER,PALMA N,350
251991A_SILVER,ARDELLA Z,135
251993K_SILVER,KRISTINA W,252.6
252024N_SILVER,NATOSHA S,285
252033L_SILVER,LESTER N,50
252053D_SILVER,DARRELL C,7
252058N_SILVER,NORINE R,100
252088L_SILVER,LAKISHA I,5
252100P_SILVER,PHYLIS F,75
252197D_SILVER,DELMER S,15
252238Y_SILVER,YESENIA D,580
252262L_SILVER,LAURENCE Z,50
252270M_SILVER,MAGGIE Q,25
252296P_SILVER,PHILLIS I,50
252339S_SILVER,SHAREE T,35
252405L_SILVER,LINDA P,50
252416M_SILVER,MERLIN T,250
252463V_SILVER,VENUS V,25
252468S_BRONZE,SALLIE P,35
252523B_BRONZE,BRIANNE I,65
252524A_BRONZE,ARRON J,20
252557K_BRONZE,KRISTIN E,100
252644L_BRONZE,LUCIO G,330
252659S_BRONZE,SEPTEMBER D,15
252666M_BRONZE,MARCELO N,10
252699M_BRONZE,MARINE I,20
252713R_BRONZE,REGINALD V,475
252715J_BRONZE,JAMAL F,100
252736F_BRONZE,FELTON G,36
252745T_BRONZE,TERRY B,2655
252758S_BRONZE,SEEMA Q,215
252791E_BRONZE,ELIZEBETH B,105
252806S_BRONZE,SON B,25
252859J_BRONZE,JUANITA N,20
252859S_BRONZE,SON V,30
252892S_BRONZE,SHIELA J,30
252903S_BRONZE,SAMIRA X,70
252926S_BRONZE,SEBASTIAN L,50
252981M_BRONZE,MARCELINA T,20
